"Tag","Value","Tag_Description"
"median:interval:closure","closed_interval","Route Median Width (interval closure)"
"median:interval:closure","greater_than_or_equal_semi_interval","Route Median Width (interval closure)"
"median:interval:closure","greater_than_or_equal_to_less_than_interval","Route Median Width (interval closure)"
"median:interval:closure","greater_than_semi_interval","Route Median Width (interval closure)"
"median:interval:closure","greater_than_to_less_than_or_equal_interval","Route Median Width (interval closure)"
"median:interval:closure","less_than_or_equal_semi_interval","Route Median Width (interval closure)"
"median:interval:closure","less_than_semi_interval","Route Median Width (interval closure)"
"median:interval:closure","open_interval","Route Median Width (interval closure)"
"median:max_width","Text or number value","Route Median Width (upper value)"
"median:min_width","Text or number value","Route Median Width (lower value)"
"median","no","Median Category"
"median","yes","Median Category"
"military:service","air_force","Military Service Branch"
"military:service","air_national_guard","Military Service Branch"
"military:service","army","Military Service Branch"
"military:service","army_national_guard","Military Service Branch"
"military:service","coastguard","Military Service Branch"
"military:service","joint","Military Service Branch"
"military:service","marines","Military Service Branch"
"military:service","navy","Military Service Branch"
"military:service","not_applicable","Military Service Branch"
"military:service","other","Military Service Branch"
"military:service","unknown","Military Service Branch"
"military","administration","Building Function Category"
"military","anti_aircraft_artillery","Feature Code AL121"
"military","armory","Feature Function"
"military","barracks","Feature Function"
"military","battery","Building Function Category"
"military","bunker","Feature Code AH060"
"military","cbrne_civilian_support","Feature Function"
"military","dependent_housing","Military Facility Type"
"military","dormitory","Military Facility Type"
"military","installation","Feature Code SU001"
"military","military_outbuilding","Military Facility Type"
"military","other","Military Facility Type"
"military","range","Military Facility Type"
"military","recruitment","Feature Function"
"military","reserve_activities","Feature Function"
"millitary","missile_site","Feature Code AL120"
"mine:access","drift","Underground Mine Access"
"mine:access","not_applicable","Underground Mine Access"
"mine:access","shaft","Underground Mine Access"
"mine:access","slope","Underground Mine Access"
"mine:shaft:orientation","horizontal","Mining Category"
"mine:shaft:orientation","other","Shaft Slope Orientation"
"mine:shaft:orientation","vertical","Mining Category"
"mine:superstructure","yes","Feature Code AA020"
"mine:type","area_strip-mine","Extraction Mine Type"
"mine:type","below_surface","Mining Category"
"mine:type","borrow-pit","Extraction Mine Type"
"mine:type","contour_strip-mine","Extraction Mine Type"
"mine:type","dredge","Extraction Mine Type"
"mine:type","opencast","Mining Category"
"mine:type","other","Extraction Mine Type"
"mine:type","peatery","Mining Category"
"mine:type","placer","Mining Category"
"mine:type","prospect","Mining Category"
"mine:type","strip-mine","Mining Category"
"mine:type","unpopulated","Mining Category"
"missile","anti-ballistic_missile","Missile Site Type"
"missile","intercontinental_ballistic_missile","Missile Site Type"
"missile","intermediate-range_ballistic_missile","Missile Site Type"
"missile","medium-range_ballistic_missile","Missile Site Type"
"missile","other","Missile Site Type"
"missile","sa-10_grumble","Missile Site Type"
"missile","sa-11_gadfly","Missile Site Type"
"missile","sa-12_gladiator/giant","Missile Site Type"
"missile","sa-13_gopher","Missile Site Type"
"missile","sa-14_gremlin","Missile Site Type"
"missile","sa-15_gauntlet","Missile Site Type"
"missile","sa-16_gimlet","Missile Site Type"
"missile","sa-17_grizzly","Missile Site Type"
"missile","sa-18_grouse","Missile Site Type"
"missile","sa-19_grisom","Missile Site Type"
"missile","sa-1_guild","Missile Site Type"
"missile","sa-2_guideline","Missile Site Type"
"missile","sa-3_goa","Missile Site Type"
"missile","sa-4_ganef","Missile Site Type"
"missile","sa-5_gammon","Missile Site Type"
"missile","sa-6_gainful","Missile Site Type"
"missile","sa-7_grail","Missile Site Type"
"missile","sa-8_gecko","Missile Site Type"
"missile","sa-9_gaskin","Missile Site Type"
"missile","surface-to-air_missile","Missile Site Type"
"missile","surface-to-surface_missile","Missile Site Type"
"monitoring:weather","yes","Research Facility Type"
"mountain_pass","yes","Feature Code DB150"
"name","Text or number value","Geographic Name Information : Full Name"
"named_location:type","arctic_land","Named Location Type"
"named_location:type","area","Named Location Type"
"named_location:type","locality","Named Location Type"
"named_location:type","other","Named Location Type"
"named_location:type","populated_locality","Named Location Type"
"named_location:type","region","Named Location Type"
"named_location","yes","Feature Code ZD040"
"natural","artesian","Natural Pool Type/Well or Spring Feature Type"
"natural","beach","Feature Code BA050"
"natural","cave_entrance","Feature Code DB029"
"natural","cliff","Feature Code DB010"
"natural","coastline","Feature Code BA010"
"natural","crevasse","Feature Code BJ031"
"natural","crevice","Feature Code DB061"
"natural","fissure","Geothermal Outlet Type"
"natural","fumarole","Natural Pool Type/Well or Spring Feature Type"
"natural","geyser","Natural Pool Type/Well or Spring Feature Type"
"natural","glacier","Feature Code BJ030"
"natural","grassland","Feature Code EB010"
"natural","hot_spring","Natural Pool Type/Well or Spring Feature Type"
"natural","ice_cliff","Feature Code BJ040"
"natural","ice_peak","Feature Code BJ060"
"natural","ice_shelf","Feature Code BJ065"
"natural","other_geothermal_outlet","Geothermal Outlet Type"
"natural","other_pool_type","Natural Pool Type/Well or Spring Feature Type"
"natural","reef","Feature Code BD120"
"natural","resurgence","Natural Pool Type/Well or Spring Feature Type"
"natural","scrub","Feature Code EB070"
"natural","spring","Natural Pool Type/Well or Spring Feature Type"
"natural","sulphur_spring","Geothermal Outlet Type"
"natural","thicket","Feature Code EB020"
"natural","tree","Feature Code EC005"
"natural","tundra","Feature Code BJ110"
"natural","walled-in_spring","Natural Pool Type/Well or Spring Feature Type"
"natural","water-hole","Natural Pool Type/Well or Spring Feature Type"
"natural","wetland","Feature Code BH090"
"navigation:landmark","no","Landmark Category/Navigation Landmark"
"navigation:landmark","yes","Landmark Category/Navigation Landmark"
"navigation","no","Navigability Information"
"navigation","other","Navigability Information"
"navigation","yes","Existence Category"
"navigation","yes_abandoned","Navigability Information"
"navigation","yes_operational","Navigability Information"
"navigation","yes_restrictions","Navigability Information"
"navigationaid:broadcast_freq","Text or number value","Broadcast Frequency"
"navigationaid","aeronautical_radio","Navigation System Type"
"navigationaid","consol","Navigation System Type"
"navigationaid","decca","Navigation System Type"
"navigationaid","distance_measuring_equipment","Navigation System Type"
"navigationaid","ils_back_course","Navigation System Type"
"navigationaid","instrument_landing_system","Navigation System Type"
"navigationaid","instrument_landing_system/distance_measuring_equipment","Navigation System Type"
"navigationaid","loc_back_course","Navigation System Type"
"navigationaid","localizer","Navigation System Type"
"navigationaid","localizer/distance_measuring_equipment","Navigation System Type"
"navigationaid","locator_middle_marker","Navigation System Type"
"navigationaid","locator_outer_marker","Navigation System Type"
